PartNo,Description,Logic,Category
GH96-10378A,ASSY CAMERA-8M AF
GH96-12514A,"ASSY CAMERA-1/3.4""_13M(SM-T725)"
GH82-27849A,"A/S REWORK KIT-SVC;SM-X906,GLOBAL KIT;;S"
GH82-21360A,"A/S REWORK KIT-SM-T545_LCD KIT_COMM,SVC;"
GH98-46623A,ASSY SIM TRAY-ZK
GH81-19668A,SVC JDM-ETC_SIM TRAY(ZA)_LTE_SM-T505_SVC
GH81-21967A,SVC JDM-ETC SIM_TRAY_SM-X205_ZA
GH81-19667A,SVC JDM-ETC_SIM TRAY(ZA)_WIFI_SM-T500_SV
GH98-45679A,ASSY SIM TRAY-ZK
GH98-45910A,ASSY SIM TRAY-SS
GH98-45890A,ASSY SIM TRAY-ZK
GH98-45419A,ASSY SIM TRAY-WIFI_ZA V2
GH63-15638A,"COVER-SIM TRAY(T590);SM-T590,PC,BLACK"
GH81-17232A,SVC JDM-ETC SIM_TRAY_(BLK)_WIFI
GH98-42991A,ASSY SIM TRAY-SD
GH98-44110B,ASSY SIM TRAY-BLACK
GH98-44718A,ASSY SIM TRAY-AL_ZA
GH82-28812A,"SVC ASSY SMT-OCTA(E/ZB)SM-M536B,SER"
GH82-27091A,"SVC ASSY SMT-OCTA(E/ZK)SM-M526B,EUE"
GH82-26153A,"SVC ASSY SMT-OCTA(E/ZK)SM-E225F,INS"
GH81-18736A,SVC JDM OCTA-ASSY(E/BLK)SM-M115_SVC
GH82-28492A,"SVC ASSY SMT-OCTA(E/ZB)SM-M336B,SER"
GH82-28487A,"SVC ASSY SMT-OCTA(E/ZG)SM-M236B,EUE"
GH82-28813A,"SVC BATT ASSY-EB-BM526ABS,4860,SER"
GH82-27092A,"SVC BATT ASSY-EB-BM526ABY,EUE,SM-M526"
Part Not Found,
GH81-18734A,SVC JDM BATT-SM-M115_BIS_HQ-S71
GH82-28493A,"SVC BATT ASSY-SM-M336B,EB-BM526ABS,SER"
GH82-28490A,"SVC BATT ASSY-SM-M236B,EB-BM526ABS,EUE"
GH82-28900C,SVC COVER ASSY-B/C_M536_ZG_UKCA
GH82-27061A,SVC COVER ASSY-B/C_M526_ZK_UKCA
GH82-26674A,SVC COVER ASSY-REAR_M225FV/DS_ZK_UKCA
GH81-19135A,SVC JDM-COVER BACK NFC_CIS/DS_M115_BLU;S
GH82-28444A,SVC COVER ASSY-B/C_M336_ZB_UKCA_VN
GH82-28465C,SVC COVER ASSY-B/C_M236_LB_UKCA;SM-M236B
GH96-15096A,IF SUB PBA ASSY-SM-M536B
GH96-14531A,IF SUB PBA ASSY-SM-M325F
GH81-18737A,SVC JDM-ASSY SUB PBA_USB_SM-M115_SVC
GH96-15065A,IF SUB PBA ASSY-SM-M336B
GH82-28898A,"SVC PBA-MAIN(COMM)M536B_1D8N,EUB"
GH82-27090A,"SVC PBA-MAIN(COMM)SM-M526BR_6+128GB,EUE"
GH82-26129A,"SVC PBA-MAIN(COMM)SM-M325FV/128/6GB,SER"
GH82-26617A,"SVC PBA-MAIN(COMM)M225FV_128/4GB,EUB"
GH81-18753A,"SVC JDM PBA-MAIN(CIS)SM-M115/32+3,SVC"
GH82-28491A,"SVC PBA-MAIN(COMM)SM-M336B_6+128GB,SER"
GH82-28486A,"SVC PBA-MAIN(COMM)SM-M236B_4+128GB,EUE;S"
GH96-14532A,"ASSY VT CAMERA-20M,SM-M325F"
GH96-14445A,"ASSY VT CAMERA-13M 1/3.06"" (A225F)"
GH81-18768A,SVC JDM-CAMERA_FRONT_800W_SM-A115_SVC
GH96-15068A,ASSY VT CAMERA-1/4' 8M FF (M336B)
GH96-15070A,"ASSY CAMERA-1/5""_2M_MACRO"
GH81-18767A,SVC JDM-CAMERA_REAR_500W_SM-A115_SVC
GH96-15107A,"ASSY CAMERA-108M_1/1.67""(SM-M536B)"
GH96-14431A,"ASSY CAMERA-1/5""_2M_SM-A225F"
GH81-18806A,SVC JDM-CAMERA KIT REAR_2M+13M_SM-M115
GH96-14756A,"ASSY CAMERA-1/1.97""_64M (SM-M526BR)"
GH96-14252A,"ASSY CAMERA-1/1.97""_64M(SM-A325F)"
GH96-14530A,ASSY CAMERA-48M_SM-E225F
GH81-22243A,A/S-TAPE BACKCOVER SVC
GH81-22240A,A/S-TAPE B COVER ALL
GH02-23846A,TAPE DOUBLE FACE-BRACKET CAMERA DECO
GH81-22262A,A/S-SUB PBA DOUBLE TAPE
GH98-47483A,ASSY SIM TRAY-DUAL_ZB
GH98-46930B,ASSY SIM TRAY-DS_LB
GH98-46835B,ASSY SIM TRAY-DUAL_ZB
GH98-46850C,ASSY SIM TRAY-DS_LB
GH98-46321C,ASSY SIM TRAY-HYBRID_DS_LB
GH81-18746A,SVC JDM-ETC SIM_TRAY_DS_SM-M115_BLUE
GH98-47412A,ASSY SIM TRAY-DUAL
GH98-47403B,ASSY SIM TRAY-DUAL_ID
GH81-22234A,A/S-TAPE BACKCOVER
GH82-22397A,"SVC ASSY SMT-OCTA(E/ZK)SM-R835,AL,BLACK"
GH82-28814A,"SVC ASSY SMT-OCTA(E/ZK)SM-R860,OPEN"
GH82-28815A,"SVC ASSY SMT-OCTA(EZK)SM-R865,OPEN"
GH82-29077A,"SVC ASSY SMT-OCTA(E/ZK)SM-A136,EUE"
GH82-27431A,"SVC BATT ASSY-EB-BA136ABY,4900,30"
GH82-28961A,SVC COVER ASSY-REAR_A136_ZK_UKCA
"GH82-29193A	",
GH82-29193A,SVC IF PBA-UNIT-FRC FPCB_SVC
GH81-22233A,A/S PROTECTOR FILM-SUB UB UV FILM V2
EP-TA800XBEGGB,
GH81-22344A,"A/S PROTECTOR FILM-MAIN UB  FILM,F711"
GH82-29461D,SVC ASSY SMT-OCTA(E/DR/PF)SM-F936B
GH82-26581A,"SVC PBA-MAIN(SVC/COMM)A127FN_4+64GB,EUE"
GH82-26514C,SVC COVER ASSY-REAR_A127_ZB_UKCA
GH39-02045A,"CBF COAXIAL CABLE-A305J,117.8MM,WHITE"
GH39-02094A,"CBF COAXIAL CABLE-G781V,95.2MM,BLUE"
GH96-13879A,ASSY SPEAKER-BOTTOM_SM-G781B
1205-006279,IC-NFC/RFID
GH96-13850A,ASSY US FP-BIOMETRIC FINGER PRINT
GH02-09587A,TAPE DOUBLE FACE-T-OCA (G925F)
GH97-21678A,"SVC IF PBA-CS,IF SUB PBA"
GH02-12237A,TAPE WATERPROOF-BACK GLASS
GH81-20130A,SVC JDM-TAPE BATTERY_SM-A025_SVC
GH82-24630A,"SVC PBA-MAIN(COMM)SM-A125F/64,4GB,AFR;SM"
GH82-26333A,SVC PBA-MAIN(KOR/KOO/ZK)R870N/16
GH82-27487A,"SVC LCD ASSY-OCTA KIT(E/ZK)SM-S908B,EUB"
GH82-29504A,SVC PBA-MAIN(SVC/COMM)F936B/512_12GB_EUR
GH82-29463D,SVC LCD ASSY-OCTA KIT(E/DR/PF)SM-F936B
GH98-43190B,ASSY STRAP-RUBBER S
GH97-22624F,MEA BACK GLASS-UNIT_EUR_ZW
GH82-28025C,"SVC ASSY SMT-OCTA(SVC/E/LB)SM-A536B,EUB"
GH82-30239F,"SVC ASSY SMT-OCTA(SVC/E/ZS/PF),F721B,(H)"
GH81-14967B,SVC JIG-BATTERY PRESS PAD(SET);118646960
GH81-18491A,SVC JIG-VACUUM SEALING(BLUE_26MM;1271798
GH81-18492A,SVC JIG-VACUUM SEALING(BLUE_37MM);127179
GH81-23110A,SVC JIG-MAIN UB ATTACH JIG_F936;13611461
GH82-26448A,SVC PBA-MAIN(COMM/ZS)R885F/16
GH82-24665B,SVC COVER ASSY-B/G_MEA COMM_ZS_VN
GH02-21006A,TAPE PET-SHEET LCD BRK L
GH31-00795A,MOTOR DC VIBRATION-SM-M526B
GH82-25427A,SVC COVER ASSY-B/G_COMM1_A525_ZK
GH98-42973A,ASSY DECO-EJECTOR PIN INNER
GH81-23372A,SVC JIG-CIPG BONDING TOOL+INSTALL SET_V2
GH82-30235A,"SVC LCD ASSY-OCTAKIT(E/ZA/PF)F721B,WD(H)"
GH59-15480A,KEY FPCB-SM-R865
GH82-28644A,"SVC PBA-MAIN(SVC/COMM)A135F/DS_64+4GB,EU"
GH82-22145E,"SVC ASSY SMT-OCTA (SVC/ZA/PF),SM-G986"
GH82-29439A,"SVC PBA-MAIN(COMM),SM-F721B_128GB,EUB"
GH82-24632A,"SVC PBA-MAIN(COMM)SM-A125F/128,4GB,EUB;S"
GH82-27262A,SVC COVER ASSY-B/G_G991B/DS_ZA_UKCA
GH82-14174A,"SVC PBA-MAIN(XAR),SM-T820"
GH82-25453A,"SVC LCD ASSY-LCD KIT(E/ZK)SM-A326B,EUH"
GH82-26834A,SVC PBA-MAIN(SEA/ZU)R860N/16
GH96-13399A,PBA SUB-SIM SD FPCB_SM-P615
GH82-29459A,A/S REPAIR KIT-B/C SCREW(COMM)SM-F936
GH98-46856A,ASSY RUBBER-UB SEALING
GH96-14426A,"ASSY OLED-1.4"" UB R895U BLK WO LO AG"
GH59-15323A,CON TO CON FPCB-IF CTC FPCB T976B
GH82-18828A,"SVC BATTERY ASSY-SM-G970F,EB-BG970ABN,30"
3001-002865,MICRO SPEAKER
GH31-00784A,LINEAR VIBRATOR-SM-R845
GH97-27947C,ASSY WINDOW GLASS-SUB UB_ZD
GH98-46159A,ASSY CASE-REAR(NFC/I GRADE)_ZK
6001-003385,SCREW-MACHINE
GH42-06926A,ANTENNA COIL-NFC/MST/WPC_SM-F721U
GH97-26773C,ASSY WINDOW GLASS-SUB UB_ZG
GH59-15481A,KEY FPCB-SM-R875
GH81-21642A,SVC JDM-ETC SIM_TRAY_DS_SM-A035_ZK
GH39-01841A,"CBF COAXIAL CABLE-T677A,131MM,BLACK"
GH82-26201E,"A/S CH SET-SM-R177NLVADBT(RIGHT),SDI"
GH97-21066A,SVC ASSY SMT-OCTA(SVC/E/BLK)SM-N950F
GH59-15489A,KEY FPCB-ECG BIA_SM-R895U
GH82-23647A,SVC SUB PBA-SM-T875_USB_SVC
GH82-27457B,SVC COVER ASSY-B/G_S908_DR_UKCA
GH82-27556A,SVC IF PBA-SM-S906_IF CTC FPCB_SVC
GH96-14908A,ASSY SUB PBA-TR CONTACT_X906B
GH96-13471A,ASSY SUB PBA-HALL IC FPCB_SM-R845
GH59-15288A,ASSY SENSOR PBA-BAROMETER FPCB_SM-R845
GH82-26199E,"A/S CH SET-SM-R177NLVADBT(LEFT),SDI"
GH59-15334A,CON TO CON FPCB-WACOM BRIDGE FPCB
GH98-44506C,ASSY SIM TRAY-DUAL_ZS
GH59-15509A,CON TO CON FPCB-SM-M325FV
GH82-21342B,SVC COVER ASSY-REAR;COMM1_ATO_SD_R835_VN
GH98-45326A,ASSY BRACKET-PLATE_V2
GH60-00007A,CLIP
GH59-15044A,"UNIT-SUB MODULE,SM-R500"
GH82-26169A,SVC PBA-MAIN(COMM/ZK)R875F/16
GH63-18934A,PROTECTOR VINYL-ALL IN ONE_COMMON
GH97-26649A,MEA REAR-ANTENNA MAIN TOP
GH59-15490A,ASSY SENSOR PBA-BAROMETER FPCB_SM-R870
GH98-46629D,ASSY RUBBER-EAR TIP_ZG
GH82-29457A,A/S REPAIR KIT-SUB UB SCREW(COMM)SM-F936
GH96-14911A,ASSY SUB PBA-BL CONTACT_X906B
"GH82-29440B	",
GH82-29440B,"SVC ASSY SMT-OCTA(E/LV/PF),SM-F721B,EUB"
GH97-26773J,ASSY WINDOW GLASS-SUB UB_LI
GH02-23830A,TAPE SPONGE-SEALING SPK
GH82-29320A,"SVC PBA-MAIN(SVC/COMM)A137F/DS_64+4GB,EU"
3001-002871,MICRO SPEAKER
GH82-28026C,"SVC LCD ASSY-OCTA KIT(E/LB)SM-A536B,WWA"
GH59-15368A,"UNIT-FRC FPCB,SM-F916"
GH82-26255A,SVC BATT ASSY-MAIN_EB-BF711ABY_30_SDI
GH98-46869A,ASSY BRACKET-MAIN FPCB CONN PLATE
GH64-08519A,DECORATION-SUB UB CONN CAP
GH82-17660A,"SVC PBA-MAIN(SEA),SM-R800/4,XAR,SVC"
GH96-15290C,"ASSY STYLUS PEN-S908U,WHITE_DA14531"
GH82-21626A,SVC CASE ASSY-TAIWAN_ZK_R175_VN
GH82-22146A,"A/S ASSY CH SET-E SM-R175NZKAXAR(L),;SM-"
GH81-20729A,SVC JDM-ETC_SCREW_M1.4 3.5_SM-A226;SM-A2
GH82-19845A,"SVC PBA-MAIN(COMM)SM-T720/64,BTU,SVC"
GH02-09769A,TAPE DOUBLE FACE-MAIN WINDOW REAR BTM
GH02-09770A,TAPE DOUBLE FACE-MAIN WINDOW REAR TOP
GH81-21283A,
GH96-15523A,"ASSY OLED-6.1"" FHD+ UB S911U BLK WO L GG"
GH96-15535A,"ASSY OLED-6.6"" FHD+ UB S916B BLK WO L GG"
GH96-15524A,"ASSY OLED-6.8""WQHD+ UB S918U BLK WO L GG"
GH82-30483A,"SVC BATT ASSY-EB-BS912ABY,3785,30,S911"
GH82-30470A,"SVC BATT ASSY-EB-BS916ABY,4565,30,S916"
GH82-30459A,"SVC BATT ASSY-EB-BS918ABY,4855,30,S918"
GH82-30480A,"SVC ASSY SMT-OCTA(E/ZK),SM-S911B;SM-S911"
GH82-30476A,"SVC ASSY SMT-OCTA(E/ZK),SM-S916B,EUB"
GH82-30465A,"SVC ASSY SMT-OCTA(E/ZK),SM-S918B,EUB"
GH82-28638A,"SVC PBA-MAIN(COMM)A135F/DS_64+4GB,EUB"
GH82-29805A,"SVC ASSY SMT-LCD(E/ZK),SM-A047F,EUB"
GH82-29803A,"SVC BATT ASSY-A047,EB-BA217ABY,4900,30"
GH96-15280A,IF SUB PBA ASSY-SM-A047F
GH42-06913A,ANTENNA-SM-A047F_MAIN
GH02-24324A,TAPE SPONGE-INNER BTM SPK SEALING
GH82-29480A,SVC COVER ASSY-REAR_A047_ZK_UKCA
GH96-15278A,ASSY US FP-SM_A047F FPM(BLACK)
GH82-26199D,"A/S CH SET-SM-R177NZGADBT(LEFT),SDI"
GH97-20458A,"SVC ASSY SMT-OCTA,(E/BLK)"
GH97-20273A,MEA BACK GLASS-UNIT_USA VZW_BLACK
GH82-29802A,"SVC LCD ASSY-LCD KIT(E/ZK),SM-A047F,EUB"
GH82-27501B,"SVC ASSY SMT-OCTA(SVC/E/ZW)S22+,SM-S906B"
GH82-27644A,"SVC PBA-MAIN(COMM)S22+,SM-S906B/256,8GB"
GH81-19344A,SVC JIG-PRESS BOTTOM PAD;SVC JIG
GH82-23341D,"SVC LCD ASSY-OCTA KIT(D/ZN/PF)N986N,KOC,"
GH82-16967D,SVC COVER ASSY-B/G
GH82-15714A,SVC COVER ASSY-B/G
GH82-29441B,"SVC ASSY SMT-OCTA(SVC/E/LV/PF),F721B,EUB"
GH82-29441A,"SVC ASSY SMT-OCTA(SVC/E/ZA/PF),F721B,EUB"
GH82-29399A,SVC CRADLE ASSY-EP-QR510_COMM1
GH82-29440C,"SVC ASSY SMT-OCTA(E/ZD/PF),SM-F721B,EUB"
GH82-29378A,"SVC PBA-MAIN(COMM/ZT)SM-R925,16GB,WW"
GH81-21968A,SVC JDM-ETC SIM_TRAY_SM-X205_ZS
GH81-21966A,SVC JDM-ETC_STEEL CONN_LCD_X205_SVC
BA59-04357A,LCD PANEL
GH81-22423A,A/S PROTECTOR FILM- MAIN UB FILM
GH81-22600A,A/S-TAPE BACK COVER_SVC
GH82-23139A,A/S REPAIR KIT-SVC
GH82-23169A,"A/S ASSY CH SET-SM-R175NZPBEU2(L),VARTA;"
GH82-23737D,"SVC ASSY SMT-OCTA(E/ZN/PF),SM-N960F,XSP"
GH82-26089E,"SVC CRADLE ASSY-SM-R177_LV_COMM,EP-QR177"
GH82-27489B,"SVC ASSY SMT-OCTA(SVC/E/DR)SM-S908E,XID"
GH82-27518A,"SVC LCD ASSY-OCTA KIT(E/ZK)S22,SM-S901W,"
GH82-28025D,"SVC ASSY SMT-OCTA(SVC/E/ZO)SM-A536B,EUB"
GH82-29441D,"SVC ASSY SMT-OCTA(SVC/E/LB/PF),F721B,EUB"
GH82-29462A,SVC ASSY SMT-OCTA(SVC/E/ZK/PF)SM-F936B
GH82-29482C,"A/S CH SET-SM-R510NLVAEUE(RIGHT),SDI"
GH96-15035D,ASSY US FP-SM-A135F_ZW
GH96-14484A,ASSY SPEAKER-TOP_SM-F926U
GH97-20458C,"SVC ASSY SMT-OCTA,(E/VIOLET)"
GH98-46399D,ASSY KEY-VOLUME_ZW
GH97-21254A,SVC ASSY SMT-OCTA(E/BLK)
GH02-17397A,TAPE DOUBLE FACE-FRONT WP BTM
GH43-05116A,"INCELL BATTERY PACK-EB-BR925ABY,573,30"
GH82-28508A,"SVC ASSY SMT-OCTA(E/ZK)SM-A135F,SER"
GH96-14485A,ASSY SPEAKER-BTM_SM-F926U
GH97-21870A,MEA REAR
GH98-45810A,ASSY COVER-PROTECTIVE
GH98-46688A,ASSY CASE-WHEEL_ZK
GH98-47823A,ASSY CASE-REAR UNIT-GLOBAL_ZK
GH02-23541A,TAPE DOUBLE FACE-TAPE MAIN WINDOW TB
GH81-20732A,SVC JDM-ETC_RUBBER_EARJACK_SM-A226_SVC;S
GH82-18409A,SVC COVER ASSY-B/G
GH82-22412A,SVC COVER ASSY-B/G
GH82-27457D,SVC COVER ASSY-B/G_S908_ZG_UKCA
GH82-27534A,"SVC PBA-MAIN(SVC/COMM)S908B_128GB,EUB"
GH82-28814B,"SVC ASSY SMT-OCTA(E/ZS)SM-R860,OPEN"
GH96-12118C,"ASSY US FP-SIDE KEY RFPCB,A750F,BLACK"
GH96-15290D,"ASSY STYLUS PEN-S908U,GREEN_DA14531"
GH96-15504A,ASSY SUB PBA-SM-A236B
GH97-21301A,MEA BACK GLASS-UNIT USA_ZK
GH98-47722A,ASSY BRACKET-BATT MST CONN PLATE
GH02-20109A,TAPE DOUBLE FACE-CAM WINDOW
GH02-23542A,TAPE DOUBLE FACE-TAPE MAIN WINDOW L
GH81-20733A,SVC JDM-ETC_RUBBER_USB_SM-A226_SVC
GH82-26256A,SVC BATT ASSY-SUB_EB-BF712ABY_30_SDI
GH82-29709A,SVC PBA-MAIN(SVC/COMM)F936B/1TB_12GB_EUR
GH96-15388A,IF SUB PBA ASSY-SM-F936B
GH98-47110A,ASSY KEY-VOLUME_ZK
GH98-47138B,ASSY SIM TRAY-DUAL_DR
GH02-18275A,TAPE DOUBLE FACE-TAPE BATTERY SIDE
GH59-15582A,PBA SUB-SIM FPCB_SM-F936U
GH82-26124A,"SVC OPTION SUB-FRONT CASE ASSY,ZK,R890"
GH96-15290B,"ASSY STYLUS PEN-S908U,DARK RED_DA14531"
GH98-43933A,ASSY BRACKET-MIC PLATE
GH02-18274A,TAPE DOUBLE FACE-BATTERY T/B
GH02-23118A,TAPE DOUBLE FACE-SUB UB INNER RE
GH82-29500A,SVC PBA-MAIN(COMM)SM-F936B/512_12GB_EUR
GH96-12118A,"ASSY US FP-SIDE KEY RFPCB,A750F,BLUE"
GH97-27947D,ASSY WINDOW GLASS-SUB UB_LB
GH98-43584A,ASSY DECO-CAMERA_ZK
GH31-00791A,LINEAR VIBRATOR-SM-F926U
GH98-43584D,ASSY DECO-CAMERA_ZB
"GH96-15037A	",
GH96-15037A,ASSY SPEAKER-BOT_SM-A536B
GH96-13019A,"ASSY OLED-6.7"" FHD+ F700F BLK WO LO AG"
GH96-14408A,"ASSY OLED-6.7"" FHD+ UB F711U BLK WO L PG"
GH96-15162B,"ASSY OLED-6.7"" FHD+ UB F721N BLK WO L PG"
GH96-12252A,"ASSY OLED-7.3"" QXGA+ F900U BLK WO LO AG"
GH96-14410A,ASSY OLED-7.6'' QXGA+ UB F926 BLK WO L P
GH96-15615A,ASSY OLED-7.6'' QXGA+ UB F936 BLK WO L P
GH82-30476D,"SVC ASSY SMT-OCTA(E/LI),SM-S916B,EUB"
GH82-30476B,"SVC ASSY SMT-OCTA(E/ZE),SM-S916B,EUB"
GH82-30476C,"SVC ASSY SMT-OCTA(E/ZG),SM-S916B,EUB"
GH82-30388D,SVC COVER ASSY-B/G_S916_LI_UKCA
GH82-30388B,SVC COVER ASSY-B/G_S916_ZE_UKCA
GH82-30388A,SVC COVER ASSY-B/G_S916_ZK_UKCA
GH82-30388C,SVC COVER ASSY-B/G_S916_ZG_UKCA
GH82-30556A,"A/S REPAIR KIT-B/C(COMM),SM-S916;SM-S916"
GH82-27457G,SVC COVER ASSY-B/G_S908_LB_UKCA
GH98-47138E,ASSY SIM TRAY-DUAL_BLACK MATT
GH98-47138D,ASSY SIM TRAY-DUAL_ZG
GH98-47138C,ASSY SIM TRAY-DUAL_ZW
GH98-47996D,ASSY SIM TRAY-DUAL_LI
GH98-47996B,ASSY SIM TRAY-DUAL_ZE
GH98-47996A,ASSY SIM TRAY-DUAL_ZK
GH98-47996C,ASSY SIM TRAY-DUAL_ZG
GH82-30555A,"A/S REWORK KIT-OLED(COMM),SM-S916;SM-S91"
GH96-15620A,IF SUB PBA ASSY-SM-S916B
GH82-30500A,"SVC PBA-MAIN(COMM),SM-S916B_8+512GB,EUB"
GH96-15541A,"ASSY VT CAMERA-1/3.2""_12M AF(S916B)"
GH96-15557A,ASSY CAMERA-50M WIDE_S916B
GH96-15556A,ASSY CAMERA-12M CMOS
GH96-15540A,ASSY CAMERA-10M CMOS_S916B
GH96-13827A,"ASSY CAMERA-1/2""_48M(SM-A426B)"
GH96-11719A,"ASSY CAMERA-MODULE_13M_1/3""_T835"
GH02-14549A,TAPE DOUBLE FACE-FRONT BATT CELL
GH82-30042C,"SVC ASSY SMT-OCTA(SVC/E/ZS)SM-R910,OPEN"
GH98-44673A,ASSY KEY-ECG_BYD
GH96-14790D,"ASSY STYLUS PEN-SM-S908U,GREEN"
BA98-02834B,ASSY RUBBER-FOOT
BA96-07667B,"ASSY LCD SUBINS-NAVY-TOP;MARS-13,OLED,13"
GH02-20380A,TAPE WATERPROOF-CAM WINDOW
GH82-29436A,"A/S REPAIR KIT-SM-F721,B/C SCREW KIT"
GH82-27707A,"SVC PBA-MAIN(SVC/COMM)SM-S908B_256GB,EUB"
GH98-46629B,ASSY RUBBER-EAR TIP_ZK
GH96-15035A,ASSY US FP-SM-A135F
GH98-47319A,ASSY DECO-CAMERA
GH82-29316A,"SVC LCD ASSY-OCTA KIT(E/ZK)SM-A137F,EUB"
GH96-15035B,ASSY US FP-SM-A135F_LB
GH97-27138A,MEA ANTENNA-TOP_SM-A135F(NFC)
GH96-13755A,ASSY US FP-SM-T575_BLACK
GH59-15527A,"CON TO CON FPCB-FRC,SM-S906B"
GH81-21927A,SVC JDM-SUB PBA_SIM_SM-X200_SVC
GH82-30239G,"SVC ASSY SMT-OCTA(SVC/E/AD/PF),F721B,(H)"
GH82-30480D,"SVC ASSY SMT-OCTA(E/LI),SM-S911B"
GH82-31245A,"SVC SCREEN ASSY-OLED,6.1 FHD+,GG,SM-S911"
GH82-30551A,"A/S REWORK KIT-OLED(COMM),SM-S911;SM-S91"
GH96-15624D,ASSY METAL FRONT UNIT-SUB-OPEN_LI
GH96-15629A,IF SUB PBA ASSY-SM-S911B
GH82-30479A,"SVC PBA-MAIN(COMM),SM-S911B/DS_128GB"
GH82-30393D,SVC COVER ASSY-B/G_S911_LI_UKCA
GH82-30553A,"A/S REWORK KIT-B/C(COMM),SM-S911;SM-S911"
GH82-30393B,SVC COVER ASSY-B/G_S911_ZE_UKCA
GH82-30480B,"SVC ASSY SMT-OCTA(E/ZE),SM-S911B"
GH82-30393A,SVC COVER ASSY-B/G_S911_ZK_UKCA
GH82-30393C,SVC COVER ASSY-B/G_S911_ZG_UKCA
GH82-30480C,"SVC ASSY SMT-OCTA(E/ZG),SM-S911B"
GH82-30558A,"A/S REPAIR KIT-OLED(COMM),SM-S918"
GH82-31247A,"SVC SCREEN ASSY-OLED 6.8WQHD+,GG,SM-S918"
GH96-15621A,IF SUB PBA ASSY-SM-S918B
GH82-30519A,"SVC PBA-MAIN(COMM),SM-S918B_512,EUB"
GH96-15526A,"ASSY VT CAMERA-1/3.2""_12M AF(S918U)"
GH96-15525A,"ASSY CAMERA-1/1.3"" 200M_WIDE(S918B)"
GH96-15592A,"ASSY CAMERA-TELE10X_1/3.52"" 12M_S918B"
GH96-15527A,ASSY CAMERA-UW_S918U
GH96-15628A,ASSY CAMERA-12M CMOS_S918U
GH82-30465D,"SVC ASSY SMT-OCTA(E/LI),SM-S918B,EUB"
GH82-30400D,SVC COVER ASSY-B/G_S918_LI_UKCA
GH82-30400B,SVC COVER ASSY-B/G_S918_ZE_UKCA
GH82-30400A,SVC COVER ASSY-B/G_S918_ZK_UKCA
GH82-30400C,SVC COVER ASSY-B/G_S918_ZG_UKCA
GH82-30465B,"SVC ASSY SMT-OCTA(E/ZE),SM-S918B,EUB"
GH82-30465C,"SVC ASSY SMT-OCTA(E/ZG),SM-S918B,EUB"
GH98-48039D,ASSY SIM TRAY-DUAL_LI
GH98-48039B,ASSY SIM TRAY-DUAL_ZE
GH98-48039A,ASSY SIM TRAY-DUAL_ZK
GH98-48039C,ASSY SIM TRAY-DUAL_ZG
GH39-02142A,DATA LINK CABLE-EP-DN980BBE
GH82-23587A,"SVC PBA-MAIN(HONG)SM-N9860_256+12GB,TGY"
GH81-23674A,SVC JIG-UB_A346 UB ALL PRESS
GH81-23777A,SVC JIG-OCTA DISASSEMBLY DUMMY JIG
GH81-23675A,SVC JIG-UB_A546 UB ALL PRESS
GH81-23683A,SVC JIG-OCTA DISASSEMBLY DUMMY JIG
GH82-25642A,"SVC PBA-MAIN(COMM)SM-A325F_8+128GB,THL"
 GH96-14630A,
GH97-24970C,MEA REAR-NON_A217_ZB
GH82-30480F,"SVC ASSY SMT-OCTA(E/LG),SM-S911B"
GH82-30481E,"SVC ASSY SMT-OCTA(SVC/E/ZA),SM-S911B;SM-"
GH82-30393H,SVC COVER ASSY-B/G_S911_LG_UKCA
GH82-30393E,SVC COVER ASSY-B/G_S911_ZA_UKCA
GH82-30476E,"SVC ASSY SMT-OCTA(E/ZA),SM-S916B,EUB"
GH82-30476F,"SVC ASSY SMT-OCTA(E/LG),SM-S916B,EUB"
GH82-31249A,"SVC SCREEN ASSY-OLED,6.6 FHD+,GG,SM-S916"
GH82-30388H,SVC COVER ASSY-B/G_S916_LG_UKCA
GH82-30388E,SVC COVER ASSY-B/G_S916_ZA_UKCA
GH82-30467D,"SVC LCD ASSY-OCTA KIT(E/LI),SM-S918B,EUB"
GH82-27425A,SVC COVER ASSY-B/C_S908_ZK_CIS_VN
GH44-03103A,ADAPTOR-EP-TA845
GH82-29399C,SVC CRADLE ASSY-EP-QR510_COMM1;SM-R510;S
GH82-20713C,SVC COVER ASSY-B/G
GH82-24712D,"A/S CH SET-SM-R190N(RIGHT),ZW,SDI,EUD;SM"
GH82-31432D,"SVC ASSY SMT-OCTA(E/LB/PF)SM-G981,NOCAM"
GH82-29578A,"A/S CH SET-SM-R510,EVE,ZA(LEFT)EP-QR510"
GH97-20469C,"SVC ASSY SMT-OCTA,(E/VIOLET)"
GH96-13665A,ASSY SPEAKER-BOTTOM RIGHT (SM-T875)
GH97-24724A,MEA BACK COVER-OPEN_ZK
GH97-21721D,SVC ASSY SMT-OCTA ASSY(E/BLUE)
GH82-24577A,SVC COVER ASSY-B/G_SEA COMM_ZK
GH82-29482A,"A/S CH SET-SM-R510NZAAEUE(RIGHT),SDI"
GH98-46876A,ASSY CASE-REAR_ZK
GH81-21634A,SVC JDM PBA-MAIN(EUR)SM-A035/4+64
"GH81-21663A	",
GH81-21663A,SVC JDM-COVER BACK_EUR_A035_ZB
GH81-23662A,SVC JIG-UB_UB TAPE JIG_MAGNET_F;Z0000001
GH81-23684A,SVC JIG-UB_COMMON UB ATTACH_SVC
